id,consideration_id,question_slug,created,updated,deleted_date,answer,answer_list
a98384d8-e821-420f-9b8f-952d4f6edf0e,8e31b7e6-87b2-4daa-8e11-26b863750bc6,is-there-legislation,2024-04-23 00:00:00,,,"{""choice"": ""Yes""}",
ccbef828-a01f-41ab-b89f-eae6dab66532,8e31b7e6-87b2-4daa-8e11-26b863750bc6,who-asked-for-it,2024-05-01 00:00:00,2024-05-01 09:06:24.849969,,"{""text"": ""Open Systems Lab - Planning Software, specifically as constraint in PlanX""}",
ee6c44f4-fe5b-41c3-b261-15077816d99f,311a519f-bcd8-4ba8-9787-7f2c65f6de16,existing-data,2024-11-11 05:50:08.67335,,,"{""choice"": ""Yes""}",
23559551-4297-4766-979c-7dfc7dd95066,8e31b7e6-87b2-4daa-8e11-26b863750bc6,what-is-the-driver,2024-05-01 00:00:00,2024-05-01 09:08:20.413759,,"{""choice"": ""Specific user requirement""}",
d545c219-a3fd-443e-8327-27fefdf2edf0,0ee49016-6cde-4add-a666-a78e38abc6e6,who-asked-for-it,2024-06-11 15:48:31.132476,,,"{""text"": ""Paul Downey, Service Owner""}",
3eff4d90-34b8-4243-9ae4-87f96d18de4e,8e31b7e6-87b2-4daa-8e11-26b863750bc6,where-is-data-used,2024-05-01 00:00:00,,,"{""text"": ""Knowing about the presence of a conservation area is required for any type of planning application and will impact the information an applicant will need to provide.""}",
2642cc31-1b31-4846-94e8-7fd9ce81636b,8e31b7e6-87b2-4daa-8e11-26b863750bc6,is-it-a-trigger,2024-05-01 00:00:00,2024-05-01 09:34:15.874544,,"{""choice"": ""Yes""}",
7eee8978-2161-4a7a-be96-5841a88d53ac,8e31b7e6-87b2-4daa-8e11-26b863750bc6,what-is-triggered,2024-05-01 00:00:00,,,"{""text"": ""- design and access statement\r\n- heritage statement\r\n- lighting assessment\r\n- tree survey \r\n- impact assessment on conservation area\r\n- demolition consent\r\n- statement of community involvement\r\n- town centre visual impact assessment\r\n- archaeological assessment\r\n- arboricultural impact assessment\r\n- land and visual impact assessment (LVIA)""}",
cefa2967-f208-409f-ae7e-bf84741dd56e,9c7bca75-c414-4584-8f6f-64aa03e798cb,user-and-data-needs,2024-06-28 07:50:20.565702,2024-11-15 15:16:16.910079,,"{""text"": ""In both policy and DM planning the presence of rivers indicates other constraints and considerations, such as; flood plain, nutrient neutrality requirements and biodiversity. The river itself is a constraint that would be considered when looking for suitable sites to develop. ""}",
9e42b697-93e6-4c80-b2e5-4f3d4f479239,8e31b7e6-87b2-4daa-8e11-26b863750bc6,which-focus-area-does-it-support,2024-05-01 00:00:00,,,"{""choice"": ""Modern planning software;Faster local plans""}",
