consideration_id,tag_id
4f8adde6-5ef3-4d36-8e7e-54444c70d2ac,24779d44-7d4c-4b85-ad33-8e8a599dcae1
2f57aaf8-03e2-4f98-bf5e-fb066631e32b,24779d44-7d4c-4b85-ad33-8e8a599dcae1
a771a6f1-b79f-4a12-be15-a9ff7fb40058,24779d44-7d4c-4b85-ad33-8e8a599dcae1
f160755d-01b3-4b7e-8f5c-cb18400b53fc,24779d44-7d4c-4b85-ad33-8e8a599dcae1
27a45bc7-e68f-442b-9b03-4f3213937f39,24779d44-7d4c-4b85-ad33-8e8a599dcae1
2e451151-6dc2-48c7-83ab-d203bcff6099,24779d44-7d4c-4b85-ad33-8e8a599dcae1
96d81c2d-1fb2-4f8c-b52b-0ef1e6fee732,24779d44-7d4c-4b85-ad33-8e8a599dcae1
447b0fed-6668-410f-b20e-65bbd8eb55ae,24779d44-7d4c-4b85-ad33-8e8a599dcae1
ff408941-593d-44ad-aa45-49e2ebfc9bce,650995b2-e29f-4aef-9b49-43c6939f195c
6871d5e4-b330-4b07-8440-a75098350bbc,24779d44-7d4c-4b85-ad33-8e8a599dcae1
7cac6c4c-6047-463b-9bed-207c6df6b463,24779d44-7d4c-4b85-ad33-8e8a599dcae1
db39f341-af14-4dde-a718-07827727ec30,24779d44-7d4c-4b85-ad33-8e8a599dcae1
8c4f91df-8ae4-417e-a24d-bf28ba9a952b,24779d44-7d4c-4b85-ad33-8e8a599dcae1
922ff47e-67e3-4b66-826a-98ad7df9195b,24779d44-7d4c-4b85-ad33-8e8a599dcae1
3619e662-648f-4b5a-9514-e33a729e301d,24779d44-7d4c-4b85-ad33-8e8a599dcae1
8e31b7e6-87b2-4daa-8e11-26b863750bc6,650995b2-e29f-4aef-9b49-43c6939f195c
8e31b7e6-87b2-4daa-8e11-26b863750bc6,24779d44-7d4c-4b85-ad33-8e8a599dcae1
f14b4a63-f760-41ae-b0ed-07d4e5c4d579,24779d44-7d4c-4b85-ad33-8e8a599dcae1
311a519f-bcd8-4ba8-9787-7f2c65f6de16,24779d44-7d4c-4b85-ad33-8e8a599dcae1
120e8eaf-a4ab-4bb1-8aa4-58675ac93bf1,650995b2-e29f-4aef-9b49-43c6939f195c
a4ec95e8-3f7d-4db7-a8a5-fa295bf0cce0,24779d44-7d4c-4b85-ad33-8e8a599dcae1
afc60032-4aeb-43f1-8cd8-087d1cd0a953,24779d44-7d4c-4b85-ad33-8e8a599dcae1
9d7b5fea-693c-4ca3-bd12-afde38e0360f,24779d44-7d4c-4b85-ad33-8e8a599dcae1
dfd85350-1491-4062-a27e-cd29435b80dd,24779d44-7d4c-4b85-ad33-8e8a599dcae1
2d980e29-f0ae-4bf3-9ba4-35a8bc36b4ed,24779d44-7d4c-4b85-ad33-8e8a599dcae1
a9ea0b0d-ba14-4775-91b4-8f8153d4f53a,24779d44-7d4c-4b85-ad33-8e8a599dcae1
ed8fa294-a35d-46ea-bd19-87ae5fbe72b0,24779d44-7d4c-4b85-ad33-8e8a599dcae1
b2ce4358-e58a-4dd4-a330-9ce77e5f2d58,24779d44-7d4c-4b85-ad33-8e8a599dcae1
05366a3f-b8a7-4717-83e4-cfd98ae2b7fc,650995b2-e29f-4aef-9b49-43c6939f195c
7d7ec9a8-3c2f-4db7-8d80-1aeb1064f247,24779d44-7d4c-4b85-ad33-8e8a599dcae1
00bede34-152a-40cc-ac14-bb638d1a287d,24779d44-7d4c-4b85-ad33-8e8a599dcae1
8b96951f-fc2e-459f-b820-ed162562097f,24779d44-7d4c-4b85-ad33-8e8a599dcae1
555856dc-144d-45aa-a888-1c472d6cb067,24779d44-7d4c-4b85-ad33-8e8a599dcae1
ba77902d-02e4-4c37-b6de-64a9e1f5b8cb,24779d44-7d4c-4b85-ad33-8e8a599dcae1
f1ae14e1-b13c-4605-ac9a-1e0dcde99b99,650995b2-e29f-4aef-9b49-43c6939f195c
f1ae14e1-b13c-4605-ac9a-1e0dcde99b99,24779d44-7d4c-4b85-ad33-8e8a599dcae1
2f093fc8-de8b-467d-ba26-83996ae89a08,650995b2-e29f-4aef-9b49-43c6939f195c
7a11dd58-325d-4dd0-a77a-7367b2c83b2f,24779d44-7d4c-4b85-ad33-8e8a599dcae1
9a26b3ea-d3ad-4487-ba07-4ec3c276b31f,24779d44-7d4c-4b85-ad33-8e8a599dcae1
bf0d2b47-e316-4636-8938-42d56495054e,24779d44-7d4c-4b85-ad33-8e8a599dcae1
77874252-cf00-4879-ae11-29f3f3c0e012,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c7337c59-754b-4edb-bb8f-2b4ef9b245ba,650995b2-e29f-4aef-9b49-43c6939f195c
e406b17d-b12a-474c-98f6-a6e1a0134ebf,24779d44-7d4c-4b85-ad33-8e8a599dcae1
17a85400-1276-4854-967a-3a40cf0c820a,24779d44-7d4c-4b85-ad33-8e8a599dcae1
871150fe-98ab-4a4a-8e8c-7e5979b88171,c2a4eb7d-743d-405c-92c2-8394d3931cf5
dcbe489d-3928-4f0b-9f89-721fb3215488,4f58ee18-6f90-41b9-951e-85e9e34fe5c3
246d5d2a-5008-4837-8bc4-d7150ebd50d9,24779d44-7d4c-4b85-ad33-8e8a599dcae1
73c60300-cc70-4730-b320-c3bc43afe251,24779d44-7d4c-4b85-ad33-8e8a599dcae1
e3347ece-3c02-4fd9-a222-abb995493bfd,24779d44-7d4c-4b85-ad33-8e8a599dcae1
0ee49016-6cde-4add-a666-a78e38abc6e6,24779d44-7d4c-4b85-ad33-8e8a599dcae1
92b87c13-5592-41a2-b21c-e8b7f66b60fd,24779d44-7d4c-4b85-ad33-8e8a599dcae1
dcbe489d-3928-4f0b-9f89-721fb3215488,21de1d28-2f71-4607-928b-b7cbb9ce5cb8
6d1b245a-40e2-4eb7-b1d5-1304fcdad496,d2099b9a-a04d-4179-a8a8-3386757bf384
e1b4bcb3-4ae5-4252-80b6-c265fde9effb,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c5b7cd75-c9e7-4c62-becc-cae9919879c0,d2099b9a-a04d-4179-a8a8-3386757bf384
266e2c08-2f76-4856-83d9-1ad4ddd342bf,24779d44-7d4c-4b85-ad33-8e8a599dcae1
7e607c45-7d6d-4ce3-b27d-22e3883755fb,d2099b9a-a04d-4179-a8a8-3386757bf384
8da71a60-a503-4b22-9e6b-2ea6e9265580,650995b2-e29f-4aef-9b49-43c6939f195c
c7cb6d2e-7074-4c1b-aebb-c329d6e58502,24779d44-7d4c-4b85-ad33-8e8a599dcae1
463b59f8-70be-4839-ad8a-500509c8b876,d2099b9a-a04d-4179-a8a8-3386757bf384
8151cff2-ba08-490f-9120-b2a35a3c61c7,24779d44-7d4c-4b85-ad33-8e8a599dcae1
0ee51c1b-cc3f-44c5-9409-2d31b2e1b517,650995b2-e29f-4aef-9b49-43c6939f195c
608c3a28-b485-4a34-ac29-0191b9b98e0e,d2099b9a-a04d-4179-a8a8-3386757bf384
bf46550e-91e4-40e1-aad8-7d9733d69587,24779d44-7d4c-4b85-ad33-8e8a599dcae1
50a024e7-e213-4b1f-944a-8a97e75a6a20,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c2407dfa-2fa4-42ee-a665-00ea48d6e137,24779d44-7d4c-4b85-ad33-8e8a599dcae1
0db1d6ee-e255-410e-99c6-4bc30007f7c7,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c99eeb72-f633-4798-8901-7b5123438636,24779d44-7d4c-4b85-ad33-8e8a599dcae1
7af45bff-f3dc-4b93-b309-5be14326a8fe,24779d44-7d4c-4b85-ad33-8e8a599dcae1
f9ca36e4-fcee-4b1d-96ee-fb319d9a005b,650995b2-e29f-4aef-9b49-43c6939f195c
f9ca36e4-fcee-4b1d-96ee-fb319d9a005b,24779d44-7d4c-4b85-ad33-8e8a599dcae1
45bac7bc-6fc1-4165-a3ba-16a10f1bb2dd,24779d44-7d4c-4b85-ad33-8e8a599dcae1
2f5dcd02-897f-4815-a8c1-9381305a403b,24779d44-7d4c-4b85-ad33-8e8a599dcae1
161b167f-ac57-4140-a680-495915508745,24779d44-7d4c-4b85-ad33-8e8a599dcae1
3b0710f4-0c3d-404a-af84-664c91894e5f,24779d44-7d4c-4b85-ad33-8e8a599dcae1
b411bd74-e872-4d85-a930-d9c956b91b68,24779d44-7d4c-4b85-ad33-8e8a599dcae1
320418ff-0d5a-4963-8639-0341bd0eb25e,24779d44-7d4c-4b85-ad33-8e8a599dcae1
28280507-b23a-43ef-82f9-cff9241e3403,c2a4eb7d-743d-405c-92c2-8394d3931cf5
0d30bdd8-83e8-4dc4-aae8-b455c356732e,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c29bdfff-9f76-4728-a1c0-71439b126f82,24779d44-7d4c-4b85-ad33-8e8a599dcae1
b968e542-0d6a-4f55-aa4b-0e9bfe02994a,650995b2-e29f-4aef-9b49-43c6939f195c
648cdd25-8c24-48cb-b140-35d06d3184c8,24779d44-7d4c-4b85-ad33-8e8a599dcae1
47da5702-b98b-4e9c-a49f-66984f020c8d,24779d44-7d4c-4b85-ad33-8e8a599dcae1
57c13c12-f198-4313-8518-9465182e706e,24779d44-7d4c-4b85-ad33-8e8a599dcae1
e7750f77-1256-4fc6-8e1e-f169a1059d3e,24779d44-7d4c-4b85-ad33-8e8a599dcae1
2bf32a02-7293-40b1-babc-722b37d5134f,24779d44-7d4c-4b85-ad33-8e8a599dcae1
ca54380a-ccdf-4308-9672-23f2dd1b7acf,650995b2-e29f-4aef-9b49-43c6939f195c
ca54380a-ccdf-4308-9672-23f2dd1b7acf,24779d44-7d4c-4b85-ad33-8e8a599dcae1
19b66190-999c-48b2-901c-09faa951949f,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c82e2f6b-4655-4d52-a632-6f829a0d6d1c,24779d44-7d4c-4b85-ad33-8e8a599dcae1
0e909115-743c-4233-9bbe-fc3b831c3cf4,c2a4eb7d-743d-405c-92c2-8394d3931cf5
496c1080-ba46-4ffb-970d-3e2939f9313e,24779d44-7d4c-4b85-ad33-8e8a599dcae1
450df95d-a4d3-4de6-bcf1-eb1940d60662,24779d44-7d4c-4b85-ad33-8e8a599dcae1
7445c8ff-625d-48d5-9eea-e429f1cb6aa4,c2a4eb7d-743d-405c-92c2-8394d3931cf5
c3d2e08c-f2ef-49eb-9b1e-d03eb336df68,24779d44-7d4c-4b85-ad33-8e8a599dcae1
28ba91b4-8ff4-4294-8bdc-aa7705976b83,24779d44-7d4c-4b85-ad33-8e8a599dcae1
cb2669af-896b-4c0b-bb68-5c2ef5acdfbd,24779d44-7d4c-4b85-ad33-8e8a599dcae1
277ebb03-7337-44dd-8298-6135d0a63c85,650995b2-e29f-4aef-9b49-43c6939f195c
277ebb03-7337-44dd-8298-6135d0a63c85,24779d44-7d4c-4b85-ad33-8e8a599dcae1
9c841ea6-440a-4fbe-b50c-853e8dbeaace,d2099b9a-a04d-4179-a8a8-3386757bf384
d093c179-a107-49c3-ab80-5f4707229c6c,d2099b9a-a04d-4179-a8a8-3386757bf384
4c509ddc-4e99-491d-8a80-df4f18d04479,d2099b9a-a04d-4179-a8a8-3386757bf384
f917ba49-a6b0-4a7f-a033-ebff86928814,d2099b9a-a04d-4179-a8a8-3386757bf384
c50c73ea-689f-416b-9255-5b9db57c91ec,d2099b9a-a04d-4179-a8a8-3386757bf384
c115473a-3b5c-4b10-b1ec-b30b792a49f8,24779d44-7d4c-4b85-ad33-8e8a599dcae1
564a1f62-384a-4f50-bbde-4a37a7ca4ef7,24779d44-7d4c-4b85-ad33-8e8a599dcae1
177763b0-5172-4775-af22-5712397f6b0c,24779d44-7d4c-4b85-ad33-8e8a599dcae1
cda2f38c-416f-4235-b4c5-c07f30402704,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c0b5af68-2fbf-435e-a609-9662cd65a475,24779d44-7d4c-4b85-ad33-8e8a599dcae1
cf87eb25-bd6f-4eb0-9c3c-cac00e269eba,24779d44-7d4c-4b85-ad33-8e8a599dcae1
9b8326d9-7f68-4698-85b8-0f178b040d0e,629d533a-9479-4c18-8e28-29c28b21e185
b32eec61-a5ae-4735-83ce-5004a9af871a,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c27465d3-68c5-4a25-9337-96d3d194f9b4,24779d44-7d4c-4b85-ad33-8e8a599dcae1
a31d6c68-e4fe-4f9c-a5e5-54481d971e91,24779d44-7d4c-4b85-ad33-8e8a599dcae1
37bdc53b-29de-45cd-b93e-beb1d9b004bc,650995b2-e29f-4aef-9b49-43c6939f195c
